id	required_agents	difficulty	eval_hint	text	notes
ex_0270	0,1,3,6,7,8	5	код + SQL + мат + ТЗ + стиль + финансы	Создай систему для расчёта вознаграждений сотрудников: интегрируй с базой данных KPI, реализуй формулы расчёта бонусов, вычисли итоговые выплаты, составь требования к процессу утверждения, адаптируй отчёты для HR и рассчитай налоговые удержания.	Code для системы, SQL для KPI, Math для формул, Requirements для утверждения, Rewrite для HR, Finance для налогов.
ex_0271	2,3,4,5,6,8	5	анализ + мат + JSON + резюме + ТЗ + финансы	Проанализируй эффективность использования рекламного бюджета: обработай данные о кампаниях, вычисли ROI и CPA, структурируй рекомендации по каналам, подготовь краткий отчёт для CMO, составь требования к автоматизации закупки медиа и рассчитай оптимальное распределение бюджета.	Data Analysis для кампаний, Math для ROI, Structured Extraction для рекомендаций, Summarization для отчёта, Requirements для автоматизации, Finance для распределения.
ex_0272	0,2,4,5,6,7	5	код + анализ + JSON + резюме + ТЗ + стиль	Разработай платформу для управления техническим долгом: создай модули для трекинга задач рефакторинга, проанализируй критичность проблем, структурируй приоритеты, генерируй краткие статус-репорты для CTO, составь требования к процессу планирования и адаптируй roadmap для команды разработки.	Code для платформы, Data Analysis для критичности, Structured Extraction для приоритетов, Summarization для репортов, Requirements для планирования, Rewrite для roadmap.
ex_0273	1,2,3,4,6,7	5	SQL + анализ + мат + JSON + ТЗ + стиль	Выгрузи данные о пользовательских сессиях на платформе, проанализируй путь пользователей и точки выхода, вычисли метрики вовлечённости, структурируй рекомендации по улучшению UX, составь требования к редизайну и адаптируй презентацию для дизайн-команды.	SQL для сессий, Data Analysis для пути, Math для метрик, Structured Extraction для рекомендаций, Requirements для редизайна, Rewrite для дизайнеров.
ex_0274	0,1,5,6,7,8	5	код + SQL + резюме + ТЗ + стиль + финансы	Создай систему для автоматизации финансовой отчётности: реализуй модули консолидации данных, загружай информацию из учётных систем, генерируй отчёты по МСФО, составь требования к процессу закрытия периода, адаптируй формат под аудиторов и рассчитай ключевые финансовые коэффициенты.	Code для системы, SQL для систем, Summarization для отчётов, Requirements для закрытия, Rewrite для аудиторов, Finance для коэффициентов.
ex_0275	0,3,5,6,7,8	5	код + мат + резюме + ТЗ + стиль + финансы	Реализуй модель для оценки стоимости компании методом DCF: вычисли дисконтированные денежные потоки, примени различные сценарии роста, сформируй краткое резюме оценки, составь требования к процессу валюации, адаптируй отчёт для инвесторов и рассчитай терминальную стоимость.	Code для модели, Math для DCF, Summarization для резюме, Requirements для валюации, Rewrite для инвесторов, Finance для стоимости.
ex_0276	1,2,4,5,6,8	5	SQL + анализ + JSON + резюме + ТЗ + финансы	Выгрузи данные о дебиторской задолженности, проанализируй структуру по срокам, извлеки списки должников в структурированный вид, подготовь краткий отчёт для финансового контролёра, составь требования к процессу взыскания и рассчитай резервы под сомнительные долги.	SQL для выгрузки, Data Analysis для структуры, Structured Extraction для списков, Summarization для отчёта, Requirements для взыскания, Finance для резервов.
ex_0277	0,1,2,3,5,7	5	код + SQL + анализ + мат + резюме + стиль	Создай систему для анализа качества кода: загружай метрики из репозиториев, реализуй расчёт технических показателей, обработай данные по командам, вычисли индексы сложности, сформируй краткие отчёты для тимлидов и адаптируй презентацию для технического директора.	Code для системы, SQL для репозиториев, Data Analysis для команд, Math для индексов, Summarization для отчётов, Rewrite для директора.
ex_0278	2,3,4,6,7,8	5	анализ + мат + JSON + ТЗ + стиль + финансы	Проанализируй эффективность филиальной сети: обработай данные о продажах и затратах по точкам, вычисли рентабельность каждого филиала, структурируй рейтинг, составь требования к оптимизации сети, адаптируй план для регионального менеджмента и рассчитай экономический эффект от закрытия убыточных точек.	Data Analysis для продаж, Math для рентабельности, Structured Extraction для рейтинга, Requirements для оптимизации, Rewrite для менеджмента, Finance для эффекта.
ex_0279	0,4,5,6,7,8	5	код + JSON + резюме + ТЗ + стиль + финансы	Разработай платформу для управления венчурным портфелем: извлекай данные о стартапах в структурированный вид, генерируй краткие профили компаний, составь требования к процессу due diligence, адаптируй pitch materials для партнёров фонда и рассчитай потенциальный ROI по каждой сделке.	Code для платформы, Structured Extraction для данных, Summarization для профилей, Requirements для due diligence, Rewrite для materials, Finance для ROI.
ex_0280	1,3,4,5,6,7	5	SQL + мат + JSON + резюме + ТЗ + стиль	Извлеки данные о логистических маршрутах, вычисли оптимальные пути доставки, структурируй график маршрутов, подготовь краткие отчёты для диспетчеров, составь требования к навигационной системе и адаптируй инструкции для водителей.	SQL для данных, Math для оптимизации, Structured Extraction для графика, Summarization для отчётов, Requirements для навигации, Rewrite для инструкций.
ex_0281	0,1,2,4,6,7	5	код + SQL + анализ + JSON + ТЗ + стиль	Создай систему для управления обучением персонала: загружай данные о прохождении курсов, реализуй трекинг прогресса, проанализируй эффективность программ, структурируй персональные планы развития, составь требования к LMS и адаптируй отчёты под HR и сотрудников.	Code для системы, SQL для курсов, Data Analysis для программ, Structured Extraction для планов, Requirements для LMS, Rewrite для отчётов.
ex_0282	0,2,3,5,7,8	5	код + анализ + мат + резюме + стиль + финансы	Напиши модуль для анализа кредитоспособности: обработай финансовую отчётность заёмщика, вычисли финансовые коэффициенты и скоринговый балл, сформируй краткое заключение, адаптируй его для кредитного комитета и рассчитай лимит кредитования.	Code для модуля, Data Analysis для отчётности, Math для коэффициентов, Summarization для заключения, Rewrite для комитета, Finance для лимита.
ex_0283	1,2,4,5,6,8	5	SQL + анализ + JSON + резюме + ТЗ + финансы	Выгрузи данные о структуре затрат на персонал, проанализируй распределение по департаментам, извлеки детализацию в структурированный вид, подготовь краткий отчёт для CFO, составь требования к оптимизации ФОТ и рассчитай потенциальную экономию.	SQL для выгрузки, Data Analysis для распределения, Structured Extraction для детализации, Summarization для отчёта, Requirements для оптимизации, Finance для экономии.
ex_0284	0,1,3,4,7,8	5	код + SQL + мат + JSON + стиль + финансы	Разработай систему для pricing облачных сервисов: интегрируй с биллингом, реализуй расчёт стоимости по моделям потребления, вычисли тарификацию, структурируй прайс-листы, адаптируй их для разных сегментов клиентов и рассчитай маржинальность.	Code для системы, SQL для биллинга, Math для расчёта, Structured Extraction для прайсов, Rewrite для сегментов, Finance для маржинальности.
ex_0285	2,3,4,5,6,7	5	анализ + мат + JSON + резюме + ТЗ + стиль	Проанализируй результаты медицинских исследований: обработай клинические данные, вычисли статистическую значимость результатов, структурируй выводы по группам пациентов, подготовь краткое резюме эффективности лечения, составь требования к протоколу исследования и адаптируй публикацию для медицинского журнала.	Data Analysis для данных, Math для значимости, Structured Extraction для выводов, Summarization для резюме, Requirements для протокола, Rewrite для журнала.
ex_0286	0,2,5,6,7,8	5	код + анализ + резюме + ТЗ + стиль + финансы	Создай дашборд для визуализации финансового состояния компании: обработай данные управленческого учёта, реализуй расчёт ключевых индикаторов, генерируй автоматические саммари, составь требования к доступу по ролям, адаптируй интерфейс под разные уровни менеджмента и рассчитай прогнозные показатели.	Code для дашборда, Data Analysis для учёта, Summarization для саммари, Requirements для доступа, Rewrite для интерфейса, Finance для показателей.
ex_0287	1,3,4,6,7,8	5	SQL + мат + JSON + ТЗ + стиль + финансы	Извлеки данные о валютных позициях банка, вычисли риски курсовых изменений, структурируй хедж-стратегии, составь требования к системе управления валютными рисками, адаптируй отчёт для казначейства и рассчитай потенциальные убытки при стресс-сценариях.	SQL для позиций, Math для рисков, Structured Extraction для стратегий, Requirements для системы, Rewrite для казначейства, Finance для убытков.
ex_0288	0,1,2,3,4,5	5	код + SQL + анализ + мат + JSON + резюме	Разработай платформу для комплексного анализа производственных данных: загружай метрики с датчиков оборудования, реализуй алгоритмы детекции аномалий, обработай временные ряды, вычисли прогнозы отказов, структурируй рекомендации по обслуживанию и генерируй ежедневные отчёты для технических служб.	Code для платформы, SQL для метрик, Data Analysis для временных рядов, Math для прогнозов, Structured Extraction для рекомендаций, Summarization для отчётов.
ex_0289	0,3,4,5,6,8	5	код + мат + JSON + резюме + ТЗ + финансы	Создай модель для оценки эффективности маркетинговых каналов: реализуй многоканальную атрибуцию, вычисли вклад каждого touchpoint, структурируй customer journey, сформируй краткие рекомендации по бюджету, составь требования к системе аналитики и рассчитай прогнозируемый ROAS.	Code для модели, Math для атрибуции, Structured Extraction для journey, Summarization для рекомендаций, Requirements для аналитики, Finance для ROAS.
ex_0290	1,2,4,5,7,8	5	SQL + анализ + JSON + резюме + стиль + финансы	Выгрузи данные о работе торговых представителей, проанализируй эффективность по регионам, структурируй KPI по сотрудникам, подготовь краткий отчёт для коммерческого директора, адаптируй его для мотивационной программы и рассчитай бонусы.	SQL для выгрузки, Data Analysis для эффективности, Structured Extraction для KPI, Summarization для отчёта, Rewrite для программы, Finance для бонусов.
ex_0291	0,1,2,5,6,7	5	код + SQL + анализ + резюме + ТЗ + стиль	Разработай систему для управления инцидентами: создай модули для регистрации и трекинга проблем, загружай историю из базы, проанализируй паттерны возникновения, генерируй автоматические саммари для IT-менеджмента, составь требования к процессу эскалации и адаптируй отчёты для пользователей.	Code для системы, SQL для истории, Data Analysis для паттернов, Summarization для саммари, Requirements для эскалации, Rewrite для отчётов.
ex_0292	2,3,4,6,7,8	5	анализ + мат + JSON + ТЗ + стиль + финансы	Проанализируй эффективность использования складских площадей: обработай данные о запасах и оборачиваемости, вычисли оптимальные уровни складирования, структурируй рекомендации по логистике, составь требования к WMS, адаптируй инструкции для складского персонала и рассчитай стоимость хранения.	Data Analysis для запасов, Math для уровней, Structured Extraction для рекомендаций, Requirements для WMS, Rewrite для инструкций, Finance для стоимости.
ex_0293	0,1,3,5,6,8	5	код + SQL + мат + резюме + ТЗ + финансы	Создай систему для расчёта пенсионных обязательств: интегрируй с базой сотрудников, реализуй актуарные вычисления, вычисли дисконтированную стоимость обязательств, сформируй краткие отчёты для HR, составь требования к учёту по МСФО и рассчитай необходимые резервы.	Code для системы, SQL для интеграции, Math для актуарных расчётов, Summarization для отчётов, Requirements для МСФО, Finance для резервов.
ex_0294	0,2,4,6,7,8	5	код + анализ + JSON + ТЗ + стиль + финансы	Разработай платформу для управления партнёрской программой: реализуй трекинг реферальных продаж, обработай данные о комиссионных, структурируй выплаты партнёрам, составь требования к процессу начисления, адаптируй личный кабинет под партнёров и рассчитай общий фонд вознаграждений.	Code для платформы, Data Analysis для продаж, Structured Extraction для выплат, Requirements для начисления, Rewrite для кабинета, Finance для фонда.
ex_0295	1,2,3,4,5,6	5	SQL + анализ + мат + JSON + резюме + ТЗ	Выгрузи данные о пользовательской активности на платформе, проанализируй retention по когортам, вычисли метрики вовлечённости, структурируй рекомендации по улучшению продукта, подготовь краткий отчёт для CPO и составь требования к системе уведомлений.	SQL для выгрузки, Data Analysis для retention, Math для метрик, Structured Extraction для рекомендаций, Summarization для отчёта, Requirements для уведомлений.
ex_0296	0,3,5,6,7,8	5	код + мат + резюме + ТЗ + стиль + финансы	Реализуй калькулятор для оценки лизинговых сделок: вычисли эффективную ставку и график платежей, сформируй персонализированные предложения, составь требования к процессу одобрения, адаптируй коммерческие условия для клиентов и рассчитай общую стоимость сделки.	Code для калькулятора, Math для расчётов, Summarization для предложений, Requirements для одобрения, Rewrite для условий, Finance для стоимости.
ex_0297	1,4,5,6,7,8	5	SQL + JSON + резюме + ТЗ + стиль + финансы	Получи данные о структуре капитала компании, извлеки информацию о долговых обязательствах в структурированный вид, подготовь краткий финансовый обзор, составь требования к рефинансированию, адаптируй презентацию для кредиторов и рассчитай стоимость капитала.	SQL для данных, Structured Extraction для обязательств, Summarization для обзора, Requirements для рефинансирования, Rewrite для кредиторов, Finance для стоимости.
ex_0298	0,1,2,3,6,7	5	код + SQL + анализ + мат + ТЗ + стиль	Создай платформу для оптимизации рекламных кампаний: загружай данные о показах и кликах, реализуй алгоритмы машинного обучения для прогнозирования конверсий, обработай метрики эффективности, вычисли оптимальные ставки, составь требования к автоматизации и адаптируй дашборд для маркетологов.	Code для платформы, SQL для данных, Data Analysis для метрик, Math для ML, Requirements для автоматизации, Rewrite для дашборда.
ex_0299	2,4,5,6,7,8	5	анализ + JSON + резюме + ТЗ + стиль + финансы	Проанализируй структуру доходов и расходов по проектам, извлеки ключевые показатели в структурированный вид, подготовь краткий управленческий отчёт, составь требования к проектному учёту, адаптируй презентацию для совета директоров и рассчитай прибыльность каждого проекта.	Data Analysis для проектов, Structured Extraction для показателей, Summarization для отчёта, Requirements для учёта, Rewrite для совета, Finance для прибыльности.
ex_0300	0,1,4,5,6,7	5	код + SQL + JSON + резюме + ТЗ + стиль	Разработай систему для управления контентом: создай модули для публикации материалов, загружай метаданные из базы, извлекай ключевую информацию в структурированный вид, генерируй краткие анонсы, составь требования к модерации и адаптируй интерфейс для редакторов и авторов.	Code для системы, SQL для метаданных, Structured Extraction для информации, Summarization для анонсов, Requirements для модерации, Rewrite для интерфейса.
ex_0301	0,1,2,3,4,5,6,7	7	код + SQL + анализ + мат + JSON + резюме + ТЗ + стиль	Создай комплексную платформу для управления клиентским опытом: разработай модули сбора обратной связи из всех точек контакта, загружай данные о взаимодействиях из CRM и поддержки, реализуй NLP-анализ отзывов и определение тональности, вычисли индексы удовлетворённости по сегментам, структурируй категории проблем и opportunities, генерируй персонализированные отчёты для разных департаментов, составь требования к процессу улучшения CX и адаптируй коммуникацию под различные уровни организации.	Code для платформы, SQL для данных, Data Analysis для NLP, Math для индексов, Structured Extraction для категорий, Summarization для отчётов, Requirements для CX, Rewrite для коммуникации.
ex_0302	0,1,2,3,4,6,7,8	7	код + SQL + анализ + мат + JSON + ТЗ + стиль + финансы	Разработай систему для комплексного управления рисками портфеля: создай модули для расчёта рыночного, кредитного и операционного риска, загружай позиции из торговых систем, реализуй стохастические модели и симуляции Монте-Карло, вычисли VaR и CVaR, проанализируй концентрации и корреляции, структурируй лимиты и их утилизацию, составь требования к risk governance, адаптируй отчётность для регулятора и рассчитай экономический капитал.	Code для системы, SQL для позиций, Data Analysis для концентраций, Math для Монте-Карло, Structured Extraction для лимитов, Requirements для governance, Rewrite для регулятора, Finance для капитала.
ex_0303	0,2,3,4,5,6,7,8	7	код + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Создай платформу для управления performance management в компании: реализуй модули постановки целей и трекинга KPI, обработай данные о достижениях сотрудников, вычисли взвешенные оценки по компетенциям, структурируй индивидуальные планы развития, генерируй персонализированные отчёты для сотрудников и менеджеров, составь требования к калибровке оценок, адаптируй интерфейс под различные роли и рассчитай связь performance с вознаграждением.	Code для платформы, Data Analysis для достижений, Math для оценок, Structured Extraction для планов, Summarization для отчётов, Requirements для калибровки, Rewrite для интерфейса, Finance для вознаграждения.
ex_0304	1,2,3,4,5,6,7,8	7	SQL + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Выгрузи полную историю операций розничной сети за 3 года, проанализируй покупательское поведение и сезонность, вычисли elasticity цен и cross-sell паттерны, структурируй ассортиментную матрицу по категориям и магазинам, подготовь детальный аналитический отчёт для merchandising, составь требования к системе категорийного менеджмента, адаптируй рекомендации для закупщиков и рассчитай оптимальное ценообразование для максимизации маржи.	SQL для истории, Data Analysis для поведения, Math для elasticity, Structured Extraction для матрицы, Summarization для отчёта, Requirements для системы, Rewrite для закупщиков, Finance для ценообразования.
ex_0305	0,1,2,4,5,6,7,8	7	код + SQL + анализ + JSON + резюме + ТЗ + стиль + финансы	Разработай платформу для управления Treasury в международной группе: создай модули прогнозирования cash flow по всем юрлицам и валютам, загружай данные из банковских систем и ERP, реализуй оптимизацию размещения ликвидности, проанализируй валютные риски, структурируй хедж-стратегии, генерируй ежедневные отчёты о позиции для казначейства, составь требования к интеграции с банками, адаптируй reporting под требования головной компании и рассчитай стоимость фондирования и FX exposure.	Code для платформы, SQL для данных, Data Analysis для рисков, Structured Extraction для стратегий, Summarization для отчётов, Requirements для интеграции, Rewrite для reporting, Finance для фондирования.
ex_0306	0,1,3,4,5,6,7,8	7	код + SQL + мат + JSON + резюме + ТЗ + стиль + финансы	Создай систему для автоматизации процесса underwriting страховых рисков: разработай модули оценки рисков с использованием ML, интегрируй с внешними источниками данных и скоринговыми системами, реализуй актуарные модели pricing, вычисли технические резервы и прибыльность по продуктам, структурируй правила андеррайтинга, генерируй автоматические отчёты о подписанных рисках, составь требования к интеграции с policy administration, адаптируй методологию под требования регулятора и рассчитай combined ratio.	Code для системы, SQL для интеграции, Math для ML и актуарных моделей, Structured Extraction для правил, Summarization для отчётов, Requirements для administration, Rewrite для регулятора, Finance для combined ratio.
ex_0307	0,2,3,4,5,6,7,8	7	код + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Разработай платформу для комплексного анализа supply chain: реализуй модули сбора данных о всех этапах цепочки поставок, обработай информацию о поставщиках, запасах, производстве и логистике, вычисли оптимальные уровни запасов и точки перезаказа, примени методы прогнозирования спроса, структурируй рекомендации по оптимизации процессов, генерируй KPI-отчёты для операционного руководства, составь требования к интеграции с ERP и WMS, адаптируй дашборды под различные звенья цепочки и рассчитай total cost of ownership.	Code для платформы, Data Analysis для цепочки, Math для прогнозирования, Structured Extraction для рекомендаций, Summarization для отчётов, Requirements для интеграции, Rewrite для дашбордов, Finance для TCO.
ex_0308	1,2,3,4,5,6,7,8	7	SQL + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Выгрузи данные о всех финансовых инструментах в книге банка, проанализируй процентный риск и чувствительность к изменению кривой доходности, вычисли дюрацию и convexity портфеля, структурируй gap-анализ по всем временным бакетам, подготовь комплексный отчёт для ALCO, составь требования к системе управления процентным риском, адаптируй методологию под Basel III и рассчитай капитал под процентный риск банковской книги.	SQL для инструментов, Data Analysis для риска, Math для дюрации, Structured Extraction для gap, Summarization для отчёта, Requirements для системы, Rewrite для Basel, Finance для капитала.
ex_0309	0,1,2,3,5,6,7,8	7	код + SQL + анализ + мат + резюме + ТЗ + стиль + финансы	Создай платформу для управления M&A процессом: разработай модули для скрининга потенциальных целей, загружай финансовую информацию из различных источников, реализуй модели оценки DCF с multiple scenarios, вычисли синергии и accretion/dilution анализ, проанализируй риски интеграции, сформируй pitch materials и investment memos, составь требования к due diligence процессу, адаптируй презентации для board и shareholders и рассчитай ROIC сделки.	Code для платформы, SQL для информации, Data Analysis для рисков, Math для DCF, Summarization для memos, Requirements для due diligence, Rewrite для презентаций, Finance для ROIC.
ex_0310	0,1,2,4,5,6,7,8	7	код + SQL + анализ + JSON + резюме + ТЗ + стиль + финансы	Разработай систему для комплексного управления продуктовым портфелем банка: создай модули для анализа рентабельности каждого продукта, загружай данные о клиентах и транзакциях, реализуй расчёт product profitability с allocation накладных расходов, проанализируй cross-sell и penetration, структурируй продуктовые стратегии по сегментам, генерируй отчёты для product owners, составь требования к процессу product development, адаптируй business cases под investment committee и рассчитай contribution каждого продукта в общую прибыль.	Code для системы, SQL для данных, Data Analysis для cross-sell, Structured Extraction для стратегий, Summarization для отчётов, Requirements для development, Rewrite для business cases, Finance для contribution.
ex_0311	0,2,3,4,5,6,7,8	7	код + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Создай платформу для автоматизации venture capital инвестиций: реализуй модули для оценки стартапов на разных стадиях, обработай данные о рынках и конкурентах, вычисли потенциальную доходность с учётом различных exit scenarios, примени модели оценки pre-money/post-money valuation, структурируй term sheets и cap tables, генерируй investment memos для партнёров, составь требования к portfolio management, адаптируй LP reporting и рассчитай IRR и TVPI фонда.	Code для платформы, Data Analysis для рынков, Math для моделей оценки, Structured Extraction для term sheets, Summarization для memos, Requirements для portfolio management, Rewrite для LP reporting, Finance для IRR/TVPI.
ex_0312	1,2,3,4,5,6,7,8	7	SQL + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Выгрузи полную историю страховых выплат и премий по всем продуктам, проанализируй loss development patterns и reserve adequacy, вычисли ultimate losses методами chain-ladder и Bornhuetter-Ferguson, структурируй актуарный анализ по линиям бизнеса и годам underwriting, подготовь детальный отчёт для CFO и актуарного департамента, составь требования к резервированию по IFRS 17, адаптируй disclosure для внешней отчётности и рассчитай solvency capital requirement.	SQL для истории, Data Analysis для patterns, Math для ultimate losses, Structured Extraction для анализа, Summarization для отчёта, Requirements для IFRS 17, Rewrite для disclosure, Finance для SCR.
ex_0313	0,1,2,3,4,5,7,8	7	код + SQL + анализ + мат + JSON + резюме + стиль + финансы	Разработай платформу для управления real estate портфелем: создай модули для оценки объектов, загружай данные о сделках на рынке, реализуй DCF модели с учётом арендных потоков, вычисли cap rates и IRR, проанализируй географическое распределение и риски, структурируй рекомендации по покупке/продаже, генерируй quarterly reports для investors, адаптируй презентации под различные stakeholders и рассчитай total return портфеля.	Code для платформы, SQL для сделок, Data Analysis для рисков, Math для DCF, Structured Extraction для рекомендаций, Summarization для reports, Rewrite для презентаций, Finance для total return.
ex_0314	0,1,2,4,5,6,7,8	7	код + SQL + анализ + JSON + резюме + ТЗ + стиль + финансы	Создай систему для комплексного управления программой лояльности в ритейле: разработай модули начисления и списания баллов, загружай транзакционные данные, реализуй сегментацию участников по поведению, проанализируй эффективность различных механик программы, структурируй персонализированные предложения, генерируй отчёты о вовлечённости для маркетинга, составь требования к интеграции с POS и CRM, адаптируй коммуникацию под различные тиры программы и рассчитай ROI и инкрементальность продаж.	Code для системы, SQL для данных, Data Analysis для эффективности, Structured Extraction для предложений, Summarization для отчётов, Requirements для интеграции, Rewrite для коммуникации, Finance для ROI.
ex_0315	0,2,3,4,5,6,7,8	7	код + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Разработай платформу для управления healthcare analytics: реализуй модули сбора клинических данных и показателей качества медпомощи, обработай информацию о пациентах и treatment outcomes, вычисли cost-effectiveness различных протоколов лечения, примени predictive analytics для прогнозирования рисков, структурируй clinical pathways и best practices, генерируй отчёты для медперсонала и администрации, составь требования к интеграции с EMR, адаптируй reporting под регуляторные требования и рассчитай стоимость treatment per patient.	Code для платформы, Data Analysis для outcomes, Math для predictive analytics, Structured Extraction для pathways, Summarization для отчётов, Requirements для EMR, Rewrite для регуляторов, Finance для стоимости.
ex_0316	1,2,3,4,5,6,7,8	7	SQL + анализ + мат + JSON + резюме + ТЗ + стиль + финансы	Выгрузи данные о всех операциях торговой сети за год, проанализируй basket analysis и customer buying patterns, вычисли price elasticity и оптимальные промо-стратегии, структурируй категорийный менеджмент и planogram рекомендации, подготовь comprehensive merchandising review, составь требования к space management системе, адаптируй insights для category managers и store operations и рассчитай revenue и margin impact от оптимизации.	SQL для операций, Data Analysis для patterns, Math для elasticity, Structured Extraction для рекомендаций, Summarization для review, Requirements для системы, Rewrite для managers, Finance для impact.
ex_0317	0,1,3,4,5,6,7,8	7	код + SQL + мат + JSON + резюме + ТЗ + стиль + финансы	Создай систему для автоматизации процесса IFRS 9 в банке: разработай модули для расчёта ECL по всем стадиям, интегрируй с кредитными системами для получения exposure, реализуй PD/LGD/EAD модели с использованием ML, вычисли lifetime expected credit losses, проанализируй качество кредитного портфеля и staging, структурируй disclosure требования, генерируй quarterly IFRS reports, составь методологию в соответствии со стандартом, адаптируй отчётность для аудиторов и регулятора и рассчитай impact на капитал.	Code для системы, SQL для exposure, Math для ML моделей, Structured Extraction для disclosure, Summarization для reports, Requirements для методологии, Rewrite для аудиторов, Finance для impact.
